Crear marca de tiempo de imagen del canal,URL de contenido completo de la imagen del canal
2022-01-13T19:41:44.704082+00:00,https://yt3.googleusercontent.com/9WVST4KZRE3VMVkrTurPtilaC9gDpKBqbLZ5Em3uwNrJF5cVR5mKP8CsUPEZZONXroHsIMPfAVI





