ID de canal,Moderación automática del canal en el chat en directo,Tipo de comentarios permitidos de forma predeterminada en el vídeo,Audiencia objetivo predeterminada del vídeo,Licencia del vídeo predeterminada,Latitud de la ubicación predeterminada del vídeo,Longitud de la ubicación predeterminada del vídeo
UCrPbFn1WLEtkQE8eAuDzVVA,false,Sin establecer,Sin establecer,Sin establecer,0,0





