ID de vídeo,Duración aproximada (ms),Categoría del vídeo,ID de canal,Título del vídeo (original),Privacidad,Estado del vídeo,Marca de tiempo de creación del vídeo,Marca de tiempo de publicación del vídeo
qr0eryu9ArU,51000,Personas,UCrPbFn1WLEtkQE8eAuDzVVA,Publicidad cerveza córdoba 2018,Público,Procesado,2024-02-11T15:01:06+00:00,2024-02-11T15:01:19+00:00





